,sentiment,emotion,Text
8637,negative,anger,@SecretGamerGrrl @Dell @DellCares 3/2 …ਅਤੇ ਹੁਣ ਮੈਨੂੰ ਡੈਲ ਤੋਂ ਇੱਕ DM ਮਿਲਿਆ ਹੈ ਜੋ ਸਮੱਸਿਆ ਨੂੰ ਦੇਖਣ ਅਤੇ ਮੇਰੇ ਆਰਡਰ ਦੀ ਜਾਣਕਾਰੀ ਮੰਗਣ ਦੀ ਪੇਸ਼ਕਸ਼ ਕਰਦਾ ਹੈ। ਉਸੇ ਡੇਲ ਪ੍ਰਤੀਨਿਧੀ ਤੋਂ ਜਿਸਦੀ ਅਯੋਗਤਾ ਨੇ ਮੈਨੂੰ ਸਭ ਤੋਂ ਵੱਧ ਗੁੱਸੇ ਕੀਤਾ.
12974,negative,anger,"ਪਿਆਰੇ @Dell, ਜਦੋਂ ਜਾਰਜੀਆ ਦੇਸ਼ ਦਾ ਕੋਈ ਵਿਅਕਤੀ ਤੁਹਾਡੀ ਵੈੱਬਸਾਈਟ 'ਤੇ ਆਉਂਦਾ ਹੈ, ਤਾਂ ਕਿਰਪਾ ਕਰਕੇ ਰੂਸੀ ਨੂੰ ਮੂਲ ਭਾਸ਼ਾ ਨਾ ਬਣਾਓ। ਇਹ ਨਾ ਤਾਂ ਸਾਡੀ ਮੂਲ ਭਾਸ਼ਾ ਹੈ ਅਤੇ ਨਾ ਹੀ ਮੁੱਖ ਵਿਦੇਸ਼ੀ ਭਾਸ਼ਾ, ਖਾਸ ਕਰਕੇ ਜਨਸੰਖਿਆ ਸਮੂਹਾਂ ਵਿੱਚ ਜੋ ਇੰਟਰਨੈਟ ਦੀ ਵਰਤੋਂ ਕਰਦੇ ਹਨ। ਧੰਨਵਾਦ!"
20446,negative,anger,"@Sysco @Dell @McKesson @Phillips66Co ਕੀ ਤੁਸੀਂ ਇਸ ਕਾਨੂੰਨ ਦਾ ਸਮਰਥਨ ਕਰਦੇ ਹੋ? ਜੇ ਨਹੀਂ, ਤਾਂ ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸੋ। ਕੀ ਤੁਸੀਂ ਚਾਹੁੰਦੇ ਹੋ ਕਿ ਤੁਹਾਡੇ ਕਰਮਚਾਰੀਆਂ 'ਤੇ ਟ੍ਰਾਂਸ ਬੱਚੇ ਪੈਦਾ ਕਰਨ ਲਈ ਮੁਕੱਦਮਾ ਚਲਾਇਆ ਜਾਵੇ? #getooutoftexas https://t.co/G1seiizNKN"
17213,positive,optimism,"5. #IWD @Dell India &amp; 'ਤੇ ਇੱਕ ਊਰਜਾਵਾਨ ਪੈਨਲ ਦਾ ਹਿੱਸਾ ਸੀ। ਨੇ ਸਿੱਖਿਆ ਕਿ ਕਿਵੇਂ ਵਿੱਤੀ ਸਿਹਤ ਇੱਕ ਮਹਾਂਸ਼ਕਤੀ ਹੈ ਔਰਤਾਂ ਨੂੰ ਵਿਕਸਤ ਕਰਨ ਦੀ ਲੋੜ ਹੈ। ਕਮਾਈ ਕਰਨਾ ਮਹੱਤਵਪੂਰਨ ਹੈ ਪਰ ਤੁਹਾਡੀ ਕਮਾਈ ਦਾ ਪ੍ਰਬੰਧਨ ਕਰਨਾ ਵੀ ਬਰਾਬਰ ਮਹੱਤਵਪੂਰਨ ਹੈ। ਨਿਵੇਸ਼ ਕਰੋ, ਸਪਲਰਜ ਕਰੋ &amp; ਸਮਝਦਾਰੀ ਨਾਲ ਬਚਾਓ ਤਾਂ ਜੋ ਤੁਸੀਂ ਅਸਲ ਵਿੱਚ ਵਿੱਤੀ ਸੁਤੰਤਰਤਾ ਦਾ ਆਨੰਦ ਲੈ ਸਕੋ https://t.co/W6vP9V1LXY"
7053,negative,disgust,"@Dell ਨਵੇਂ ਮਾਡਲ ਵਿੱਚ ਇੱਕ ਸਮੱਸਿਆ ਹੈ, ਵਿੰਡੋਜ਼ ਨੂੰ ਗਰਮ ਕਰਨ ਅਤੇ ਕ੍ਰੈਸ਼ ਹੋਣ ਲਈ, ਡੇਟਾਬੇਸ ਜਾਂ ਐਨੀਮੇਸ਼ਨਾਂ 'ਤੇ ਕੰਮ ਕਰਦੇ ਸਮੇਂ ਹੌਲੀ ਹੋ ਜਾਣਾ, ਇਹ ਐਂਟਰਪ੍ਰਾਈਜ਼ ਵਰਤੋਂ ਲਈ ਅਨੁਕੂਲ ਨਹੀਂ ਹੈ, ਇਹ ਸਿਰਫ ਬੱਚਿਆਂ ਲਈ ਘੱਟ ਮੱਧਮ ਪ੍ਰੋਗਰਾਮਿੰਗ ਅਤੇ ਐਂਟਰਪ੍ਰਾਈਜ਼ ਕੰਮ ਖੇਡਣ ਲਈ ਹੈ!"
9004,negative,disgust,"ਹਹ. ਠੀਕ ਹੈ।

ਬਿਜਲੀ ਸਪਲਾਈ ਦੀ ਜਾਂਚ ਕਿਵੇਂ ਕਰਨੀ ਹੈ ਇਸ ਬਾਰੇ @Dell ਦੀ ਵੈੱਬਸਾਈਟ 'ਤੇ ਜਾਂਚ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕੀਤਾ। ਜਾਂ ਤਾਂ ਪਾਵਰ ਅਡੈਪਟਰ ਕੰਮ ਨਹੀਂ ਕਰ ਰਿਹਾ ਹੈ, DC ਪਾਵਰ ਜੈਕ ਕੰਮ ਨਹੀਂ ਕਰ ਰਿਹਾ ਹੈ, ਜਾਂ ਇਹ ਇੱਕ ਹਾਰਡਵੇਅਰ ਸਮੱਸਿਆ ਹੈ।

ਮੈਂ ਹਾਵੀ ਹੋਣ ਲੱਗਾ ਹਾਂ।"
6764,positive,joy,ਸੇਰੇਨਾ ਹੋਟਲ ਕੰਪਾਲਾ ਵਿਖੇ ਲੈਕਚਰ ਦੇਣ ਵਾਲੀ ਮੈਡਮ ਪਿਊਰੀਟੀ ਐਨਜੇਰੀ @ਡੈਲ ਟੀਮ ਵੱਲ ਬਹੁਤ ਧਿਆਨ ਨਾਲ ਡੈਲ ਦਾ ਧੰਨਵਾਦ। https://t.co/ukwwQj833K
9151,neutral,anticipation,"ਅੱਜ ਮੈਂ ਦਿੱਲੀ ਦੇ ਡੇਲ ਸਟੋਰ ਤੋਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ ਜਦੋਂ ਮੈਂ ਬਾਅਦ ਵਿੱਚ ਡੇਲ ਵੈਬਸਾਈਟ 'ਤੇ ਲੈਪਟਾਪ ਦੀ ਵਾਰੰਟੀ ਦੀ ਜਾਂਚ ਕੀਤੀ ਤਾਂ ਮੈਨੂੰ ਪਤਾ ਲੱਗਿਆ ਕਿ ਉਸ ਲੈਪਟਾਪ ਦੀ ਵਾਰੰਟੀ 18 ਮਾਰਚ 2022 ਤੋਂ ਸ਼ੁਰੂ ਹੁੰਦੀ ਹੈ ਅਤੇ 19 ਮਾਰਚ 2023 ਨੂੰ ਖਤਮ ਹੁੰਦੀ ਹੈ, ਇਸ ਲਈ ਡੈੱਲ ਸਟੋਰ ਇੱਕ ਵਰਤਿਆ ਹੋਇਆ ਲੈਪਟਾਪ ਵੇਚਦਾ ਹੈ @Dell ਮੈਂ ਦੋਵੇਂ ਬਿੱਲ ਨੱਥੀ ਕਰ ਦਿੱਤੇ ਹਨ। @consumerforum_ https://t.co/vnqhCRqfqy"
5931,positive,joy,@Dell Wow ਮੈਨੂੰ ਇਹ ਵਰਕਸਪੇਸ ਪਸੰਦ ਹੈ
16459,positive,joy,@crypt_omar @Twitter @Meta @Skype @PayPal @Visa @AmericanExpress @SamsungUS @Dell @BluetoothSIG @verified @cryptocom @Bleufiofficial Flokimon ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ
7786,positive,joy,"ਡੈਲ ਟੈਕਨੋਲੋਜੀਜ਼ ਨੇ ਪਾਵਰ ਬਿਜ਼ਨਸ ਉਪਭੋਗਤਾਵਾਂ ਲਈ ਆਪਣੇ ਸਾਰੇ-ਨਵੇਂ ਵਿਥਕਾਰ ਅਤੇ ਸ਼ੁੱਧਤਾ ਲੈਪਟਾਪਾਂ ਦੀ ਘੋਸ਼ਣਾ ਕੀਤੀ
@Dell #DellTech #DellLatitude #DellForStartups #laptops https://t.co/HCAFD08t0P"
16411,neutral,anger,"ਮੈਂ @Apple ਦਾ ਸਮਰਥਨ ਕਰਦਾ ਹਾਂ
@tim_cook ਸਾਡੀਆਂ ਜ਼ਿੰਦਗੀਆਂ ਨੂੰ ਨਿੱਜੀ ਰੱਖਣ ਲਈ ਲੜਦੇ ਹਨ

ਇਸ ਲਈ ਮੈਂ ਸਿਰਫ #Apple ਖਰੀਦਦਾ ਹਾਂ

ਮੈਂ @HP @DELL @Lenovo - etal ਤੋਂ ਥੱਕ ਗਿਆ ਹਾਂ
~ ਪੀਸੀ 'ਤੇ ਸਪਾਈਵੇਅਰ ਲੋਡ ਕਰਨਾ &amp; ANDROID
ਸਾਫਟਵੇਅਰ ਦੇ ਰੂਪ ਵਿੱਚ ਲੁਕਿਆ ਹੋਇਆ ਹੈ ਜਿਸਨੂੰ ਅਣਇੰਸਟੌਲ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ

#APPLE ਨੂੰ ਇਕੱਲੇ ਛੱਡ ਦਿਓ
@SpeakerPelosi @SenSchumer @FTC @ConsumerAffairs"
21803,negative,anger,"@Flipkart @Dell ਫਲਿੱਪਕਾਰਟ ਇੱਕ ਨਕਲੀ ਉਤਪਾਦ ਹੈ, ਜੋ ਡੈੱਲ ਦਾ ਲੈਪਟਾਪ ਹੈ। ਵਿੰਡੋਜ਼ ਅਤੇ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ ਨੂੰ ਠੀਕ ਕੀਤਾ ਹੈ। ਵਰਤੋਂ ਵਿੱਚ ਬਹੁਤ ਹੌਲੀ ਹੈ। ਬਿਲਕੁਲ ਨਵਾਂ ਦਿਖਾਈ ਦਿੰਦਾ ਹੈ ਪਰ 15 ਸਾਲ ਪੁਰਾਣੇ ਲੈਪਟਾਪ ਵਾਂਗ ਕੰਮ ਕਰਦਾ ਹੈ, ਪਹਿਲਾਂ ਹੀ ਡੇਲ ਨਾਲ ਸੰਪਰਕ ਕੀਤਾ ਗਿਆ ਹੈ, ਉਨ੍ਹਾਂ ਨੇ ਕਿਹਾ ਕਿ ਫਲਿੱਪਕਾਰਟ ਨੇ ਠੀਕ ਕੀਤਾ ਸਿਸਟਮ ਪ੍ਰਦਾਨ ਕੀਤਾ ਹੈ।"
12484,negative,disgust,"ਠੀਕ ਹੈ ਮੈਂ ਇਸਨੂੰ ਹੋਰ ਨਹੀਂ ਲੈ ਸਕਦਾ।

@Dell ਇੱਕ DECADE ਲਈ yr ਕਰਸਰ ਔਨਲਾਈਨ ਟਾਈਪਿੰਗ ਕਿਉਂ ਕਰ ਰਹੇ ਹਨ? ਇਹ ਕਾਲਜ (2011-15) ਵਿੱਚ ਕੰਪਿਊਟਰ ਲੈਬ ਡੈਸਕਟਾਪਾਂ ਨਾਲ ਹੋਇਆ ਸੀ ਅਤੇ ਇਹ ਅਜੇ ਵੀ 2022 ਵਿੱਚ ਮੇਰੇ ਕੰਮ ਦੇ ਲੈਪਟਾਪ 'ਤੇ ਹੋ ਰਿਹਾ ਹੈ।

ਅਤੇ ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਦਾ ਹਾਂ ਜੇਕਰ ਤੁਸੀਂ Google ਯੋਗ ਕਿਵੇਂ-ਕਰਨ ਲਈ ਲਿੰਕ ਦੇ ਨਾਲ ਜਵਾਬ ਦਿੰਦੇ ਹੋ ਤਾਂ ਮੈਂ ਇਸ ਨੂੰ ਖੂਨ ਦੀ ਬਰਸਾਤ ਕਰ ਦੇਵਾਂਗਾ https://t.co/ZX8bbF7h47"
18032,neutral,optimism,"@straczynski @Dell @DellCare ਮੈਨੂੰ MSI ਨਾਲ ਸਮੱਸਿਆ ਹੈ। ਮੇਰੇ ਕੋਲ ਬਦਲਣ ਅਤੇ ਮੁਰੰਮਤ ਕਰਨ ਲਈ ਬਹੁਤ ਸਾਰੀਆਂ ਚੀਜ਼ਾਂ ਸਨ ਕਿ ਮੈਨੂੰ ਕਿਸੇ ਵੀ ਕਿਸਮ ਦਾ ਲੈਪਟਾਪ ਖੋਲ੍ਹਣ ਵਿੱਚ ਕੋਈ ਸਮੱਸਿਆ ਨਹੀਂ ਹੈ. ਮੇਰਾ 10 ਸਾਲ ਪੁਰਾਣਾ ਡੈਲ ਅਜੇ ਵੀ ਵਧੀਆ ਕੰਮ ਕਰਦਾ ਹੈ, ਹੁਣੇ ਹੀ ਇਸ ਸਾਲ ਇਸਨੂੰ ਇੱਕ ਵਧੀਆ ਸਾਫ਼, ਨਵਾਂ ਥਰਮਲ ਪੇਸਟ ਅਤੇ ਇੱਕ ਨਵੀਂ ਬੈਟਰੀ ਦਿੱਤੀ ਹੈ। ਉਨ੍ਹਾਂ ਕੋਲ ਉਦੋਂ ਚੰਗਾ ਹਾਰਡਵੇਅਰ ਸੀ।"
13282,positive,joy,@Dell ਇਹ ਬਹੁਤ ਵਧੀਆ ਲੱਗਦਾ ਹੈ
23700,positive,anticipation,"#CES2022 ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ: ਇਹਨਾਂ ਕੰਪਨੀਆਂ ਦੇ ਸਾਡੇ ਚੋਟੀ ਦੇ 20 ਹਾਈਲਾਈਟਸ ਅਤੇ ਸਭ ਤੋਂ ਮਸ਼ਹੂਰ ਉਤਪਾਦ: https://t.co/OWcr2ofcgs

@AMD
@ASUS
@BoschGlobal
@CYBERPOWERPC
@Dell
@intel
@ਲੇਨੋਵੋ
@liteboxer
@naiotech
@nvidia
@ਪਿਕਵੀਲ
@planetcom2017
@ ਸੈਮਸੰਗ
@shiftall_jp
@Somalytics
@Targus https://t.co/1F5xh4hFSs"
9964,positive,joy,@MashterKoosh @GubbaTV @HyperX @PlayStation @Dell ਵਧੀਆ ਲੱਗ ਰਿਹਾ ਹੈ!
22900,neutral,anticipation,"@DaNikePlugs @Dell ਮੈਂ ਡੈੱਲ ਰਾਹੀਂ 50-100+ ਮੁਰੰਮਤ ਕੀਤੀ ਹੈ, ਇਸ ਨੂੰ ਭੇਜਣ ਤੋਂ ਪਹਿਲਾਂ ਆਪਣੀ ਡਰਾਈਵ ਨੂੰ ਖਿੱਚਣਾ ਹਮੇਸ਼ਾ ਸਭ ਤੋਂ ਵਧੀਆ ਹੁੰਦਾ ਹੈ। ਲੋੜ ਪੈਣ 'ਤੇ ਉਹ ਇਸ ਦੀ ਜਾਂਚ ਕਰਨ ਲਈ ਮਸ਼ੀਨ ਵਿੱਚ ਇੱਕ ਟੈਸਟ ਡਰਾਈਵ ਪਾ ਦੇਣਗੇ।
ਭਾਵੇਂ OS ਨੂੰ ਦੁਬਾਰਾ ਲਿਖਿਆ ਗਿਆ ਸੀ ਤੁਸੀਂ ਸ਼ਾਇਦ ਅਜੇ ਵੀ ਬਹੁਤ ਸਾਰੀਆਂ ਫਾਈਲਾਂ ਨੂੰ ਮੁੜ ਪ੍ਰਾਪਤ ਕਰ ਸਕਦੇ ਹੋ ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਡਰਾਈਵ ਨੂੰ ਨਹੀਂ ਲਿਖਦੇ"
9220,positive,joy,"@Akanksha_202 @HP @Lenovo @Dell Lenovo lele, ਇਹ ਇਸ 'ਤੇ ਵਧੀਆ ਕੰਮ ਕਰਦਾ ਹੈ।"
3538,neutral,anticipation,#facebookdown @TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @Dell @CountryMusic @_KennyRogers @ScienceNews @StarTrek #kennyrogers ਜੇਕਰ ਕੋਈ ਜੂਏਬਾਜ਼ ਨੂੰ ਕੱਲ੍ਹ ਨੂੰ 3 ਘੰਟੇ ਲਈ ਲੰਮਾ ਸਮਾਂ ਦੇਖਣਾ ਚਾਹੁੰਦਾ ਹੈ ਅਤੇ 3 ਘੰਟੇ ਲਈ ਜੂਏਬਾਜ਼ ਦੇਖਣਾ ਚਾਹੁੰਦਾ ਹੈ। ਦੋਵੇਂ https://t.co/ga8FbC1FPD
19241,positive,optimism,"ਇਕੱਠੇ ਬਿਹਤਰ ਬਾਰੇ ਗੱਲ ਕਰੋ! @CDWCorp ਅਤੇ @Dell #HCI ਹੱਲਾਂ ਨਾਲ ਤੁਹਾਡੇ IT ਓਪਰੇਸ਼ਨਾਂ ਨੂੰ ਸਰਲ ਬਣਾ ਸਕਦੇ ਹਨ, ਅਤੇ #cybersecurity ਦੇ ਨਾਲ #cloud ਵਿੱਚ ਤੁਹਾਡੇ #ਡਾਟੇ ਦੀ ਰੱਖਿਆ ਕਰ ਸਕਦੇ ਹਨ ਜੋ ਤੁਹਾਨੂੰ ਘੱਟ ਨਾਲ ਜ਼ਿਆਦਾ ਕਰਨ ਵਿੱਚ ਮਦਦ ਕਰਦਾ ਹੈ। #cdwsocial https://t.co/hQlvJnL3fT https://t.co/uPYeDImupl"
9636,positive,joy,@brittlestar @Dell @intelcanada ਪਤਝੜ ਵਿੱਚ ਬੱਚੇ ਦੇ ਨਾਲ ਯੂਨੀਵਰਸਿਟੀ ਵਿੱਚ ਆਉਣ ਵਾਲੇ ਪਿਤਾ ਦਾ ਵੱਡਾ ਪਲ। @Dell ਨੋਟਬੁੱਕ ਉਸ ਨੂੰ ਸਾਡੇ ਨਾਲ ਸੰਪਰਕ ਵਿੱਚ ਰਹਿਣ ਵਿੱਚ ਮਦਦ ਕਰੇਗੀ ਅਤੇ ਕਲਾਸਾਂ ਸ਼ੁਰੂ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ ਮੈਂ ਹਰ ਸਵੇਰ ਨੂੰ ਭੇਜੇ ਜਾਣ ਵਾਲੇ ਸਾਰੇ ਮੂਰਖ ਵੀਡੀਓ ਦੇਖਣ ਲਈ ਸੰਪੂਰਨ ਹੋਵੇਗੀ।
19912,negative,anger,"ਮੇਰੇ ਪਿਆਰੇ ਡੰਬ ਡੰਬਰ ਡੰਬਸਟ @ਡੈਲ, ਇੱਕ ਚੀਜ਼ ਜੋ ਤੁਸੀਂ ਚੰਗਾ ਲੈਪਟਾਪ ਨਹੀਂ ਵੇਚਦੇ ਹੋ, ਫਿਰ ਚੰਗੀ ਸੇਵਾ ਨਹੀਂ ਕਰਦੇ ਹੋ ਅਤੇ ਹੁਣ ਲੈਪਟਾਪ ਨੂੰ ਬਦਲਣ ਲਈ ਕਿਸੇ ਵੀ ਸਹੀ ਰਜਿਸਟਰਡ ਨੰਬਰ ਤੋਂ ਸੰਦੇਸ਼ ਨਾ ਕਰੋ। WTF ਇਹ ਹੈ। https://t.co/cyhgzbYM2M"
2511,positive,joy,@OyinTGSPE @Dell @HP @Lenovo @Apple Lapi dey ਮੇਰੇ ਜੀਵਨ ਦੇ ਅਗਲੇ ਪੜਾਅ ਲਈ ਮਹੱਤਵਪੂਰਨ ਹੈ। 😂
7612,negative,fear,@Dell ਮੈਂ ਇੱਕ ਗਾਹਕ ਹਾਂ ਅਤੇ ਮੈਂ ਤੁਹਾਡੀ ਸੇਵਾ ਬਾਰੇ ਚਿੰਤਤ ਹਾਂ। ਮੈਂ ਆਪਣਾ ਲੈਪਟਾਪ 23 ਜੂਨ ਨੂੰ ਬੈਟਰੀ ਰਿਪੇਅਰ ਲਈ ਦਿੱਤਾ ਹੈ। ਉਦੋਂ ਤੋਂ ਮੇਰੇ ਕੋਲ ਕੋਈ ਪੱਤਰ ਵਿਹਾਰ ਨਹੀਂ ਹੈ ਜਾਂ ਮੇਰੀਆਂ ਈਮੇਲਾਂ ਦਾ ਜਵਾਬ ਨਹੀਂ ਹੈ। ਕਿਰਪਾ ਕਰਕੇ ਕੁਝ ਪੇਸ਼ੇਵਰਤਾ ਦਿਖਾਓ।
6692,negative,disgust,@jessicalewis89 @dkarg @Dell ਇਹ ਮੇਰੇ ਕੰਨਾਂ ਦੇ ਪਰਦੇ ਵਿੱਚ ਬਰਫ਼ ਦੀ ਚੱਕੀ ਵਰਗਾ ਹੈ!
982,positive,joy,ਮੇਰੇ ਏਲੀਅਨ ਵੇਅਰ OLED 'ਤੇ ਲਗਭਗ 2 ਮਹੀਨੇ. ਇਸਨੇ ਮੇਰੇ ਗੇਮਿੰਗ ਅਨੁਭਵ ਨੂੰ ਬਹੁਤ ਬਦਲ ਦਿੱਤਾ ਹੈ। ਹਰ ਖੇਡ ਵਧੀਆ ਲੱਗਦੀ ਹੈ ਬਿਹਤਰ ਖੇਡਦੀ ਹੈ। ਹੁਣ ਤੱਕ ਕੋਈ ਮੁੱਦਾ ਨਹੀਂ ਹੈ। ਮੈਂ ਬਹੁਤ ਸਾਰੀਆਂ ਡਰਾਉਣੀਆਂ ਖੇਡਾਂ ਖੇਡਦਾ ਹਾਂ ਅਤੇ ਕਾਲੇ ਇੰਨੇ ਹਨੇਰੇ ਹਨ ਜੋ ਇਸਨੂੰ ਬਹੁਤ ਜ਼ਿਆਦਾ @Dell @Alienware @AMD https://t.co/1tBGEsGy9O ਬਣਾਉਂਦਾ ਹੈ
9452,positive,joy,ਇੱਕ ਮੈਕ ਟਰੱਕ ਵਾਂਗ ਆ ਰਿਹਾ ਹੈ! ਮੇਰੀ @Compete4ever #Madden22 ਲੀਗ ਨੂੰ ਟੀਵੀ 'ਤੇ ਹਰ ਸ਼ਨੀਵਾਰ &amp; ਐਤਵਾਰ ਸਵੇਰੇ 7 ਵਜੇ ਅਤੇ 11am ET 'ਤੇ @BNCNews ਸਟ੍ਰੀਮਿੰਗ @BNCGO @__bbell @Boredy_Mcbored @Dell @RapSnacksNow @Zipchair @ZipchairGaming @Dior #esports #gaming #billsmafia #gopackgo #nfl #Madden23 https://t.co/Ubsi
8076,negative,anger,"@steve_057 @Dell @Windows ਮੇਰੇ ਕੋਲ ਸ਼ਾਬਦਿਕ ਤੌਰ 'ਤੇ ਅਜਿਹੇ ਮੌਕੇ ਹਨ ਜਿੱਥੇ ਵਿੰਡੋਜ਼ 10 UI ਬੈਕਅੱਪ ਹੋ ਗਿਆ ਹੈ। ਇੱਕ ਮਸ਼ੀਨ ਜਿੱਥੇ ਮੈਂ ਅੱਪਗਰੇਡ ਰੂਟ ਨਾਲ ਗਿਆ ਸੀ, ਵਿੰਡੋਜ਼ ਐਕਸਪਲੋਰਰ ਨੂੰ 10 ਵਿੱਚੋਂ 9 ਵਾਰ ਇੱਕ ਤਾਜ਼ੇ ਬੂਟ 'ਤੇ ਲੋਡ ਨਹੀਂ ਕਰੇਗੀ।"
23913,negative,anger,"ਸ਼ੱਕੀ #tech #ecom ਦੁਕਾਨ @BestBuy (@BestBuySupport) ਬਣ ਰਹੀ ਹੈ।
- ਡੁਪਲੀਕੇਟ ਸਮੱਗਰੀ
- ਅਵਿਸ਼ਵਾਸੀ ਕੀਮਤਾਂ
- @Acer ਅਤੇ @Dell ਉਤਪਾਦ ਵੇਚਣਾ
- ਮੁਫਤ ਈਮੇਲ ਵਰਤੀ ਗਈ

marketinginzambia(dot)com

@ShopifySupport https://t.co/doBdprd6Ph"
15950,negative,disgust,"@CTOAdvisor @NetApp @Dell @HPE ਜਦੋਂ ਕਿ ONTAP+Spot ਮਲਟੀ-ਕਲਾਊਡ ਸਵਰਗ ਵਿੱਚ ਬਣਾਇਆ ਗਿਆ ਮੈਚ ਹੋ ਸਕਦਾ ਸੀ, ਇਸਦੇ ਬਜਾਏ ਤੁਹਾਡੇ ਕੋਲ CastAI ਵਰਗੇ ਲੋਕ ਹਨ ਜੋ ਇਸ ਨਾਲ ਨਜਿੱਠ ਰਹੇ ਹਨ https://t.co/u3jXfEhj1W

ਅਤੇ ONTAP ਦੁਆਰਾ ਇਸ ਨੂੰ ਸਮਰੱਥ ਕਰਨ ਦੇ ਕਈ ਤਰੀਕੇ ਅਨਾਥ ਹਨ। #ਫੇਲ"
20616,positive,joy,"ਇਹ ਤੁਹਾਨੂੰ ਨਵੀਨਤਾ ਲਈ ਸੱਦਾ ਹੈ. 40% ਤੱਕ ਦੀ ਛੋਟ 'ਤੇ @Dell ਦੀ ਪ੍ਰਮੁੱਖ ਵਪਾਰਕ ਤਕਨਾਲੋਜੀ ਪ੍ਰਾਪਤ ਕਰੋ*। @ConnectingUp ਮੈਂਬਰ ਸਾਡੇ ਡੇਲ ਕੂਪਨ ਨਾਲ ਵਾਧੂ 10% ਦੀ ਛੋਟ ਵੀ ਬਚਾਉਂਦੇ ਹਨ।

ਇੱਥੇ ਆਪਣੇ ਕੂਪਨ ਦਾ ਦਾਅਵਾ ਕਰੋ 👉 https://t.co/rxAGrbjeLb
ਡੇਲ ਦੀਆਂ ਪੇਸ਼ਕਸ਼ਾਂ ਨੂੰ ਇੱਥੇ ਦੇਖੋ 👉https://t.co/c2HmEQ7uOs https://t.co/AEAFXtKVi5"
9427,positive,sadness,@DBZoom_YT @Dell ਇਹ ਸੁਣ ਕੇ ਅਫਸੋਸ ਹੈ ਕਿ ਭਲਕੇ ਇਹ ਬਿਹਤਰ ਹੋ ਜਾਵੇਗਾ
309,negative,sadness,ਹੈਲੋ @Dell @DellCares ਮੈਨੂੰ ਤੁਹਾਡੇ ਪੱਖ ਤੋਂ ਤੁਰੰਤ ਸਹਾਇਤਾ ਦੀ ਲੋੜ ਹੈ। ਮੇਰੇ ਕੋਲ Dell-LT4G9RK63 ਲੈਪਟਾਪ ਹੈ ਅਤੇ ਇਸਦੀ ਸਕ੍ਰੀਨ ਟੁੱਟ ਗਈ ਹੈ। ਕੀ ਤੁਸੀਂ ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਦੱਸ ਸਕਦੇ ਹੋ ਕਿ ਇਸਦੀ ਮੁਰੰਮਤ ਲਈ ਕਿੰਨਾ ਖਰਚਾ ਅਤੇ ਸਮਾਂ ਆਵੇਗਾ।
5331,neutral,anticipation,@Dell @MichaelDell ਮੈਨੂੰ ਉਮੀਦ ਹੈ ਕਿ ਤੁਸੀਂ @westernmagcorp ਨਾਲ ਉਹਨਾਂ ਅਲਟਰਾਲਾਈਟ ਲੈਪਟਾਪਾਂ ਲਈ ਕਾਰਬਨ ਜ਼ੀਰੋ ਮੈਗਨੀਸ਼ੀਅਮ ਬਾਰੇ ਗੱਲ ਕਰ ਰਹੇ ਹੋ?
16563,positive,anticipation,@PaulyGoogs @HP @OMENbyHP @dell ਜਾਂ @asus ਨੇ ਸ਼ਾਬਦਿਕ ਤੌਰ 'ਤੇ ਮੈਨੂੰ ਕਦੇ ਨਿਰਾਸ਼ ਨਹੀਂ ਕੀਤਾ। ਪਰ ਮੈਂ ਇੱਕ @apple ਮੈਕਬੁੱਕ ਖਰੀਦਾਂਗਾ ਜੇਕਰ ਇਹ ਸਿਰਫ਼ ਕੰਮ ਦੀਆਂ ਚੀਜ਼ਾਂ ਲਈ ਹੈ
14284,neutral,anger,@DellCares @Dell ਤੁਹਾਡੇ ਜਵਾਬ ਦੀ ਉਡੀਕ ਕਰ ਰਿਹਾ ਹੈ।
5567,negative,anger,ਡੈਲ ਲੈਪਟਾਪ ਖਰੀਦਣ ਦਾ ਸਭ ਤੋਂ ਮਾੜਾ ਤਜਰਬਾ। ਆਪਣਾ ਸਮਾਂ ਅਤੇ ਪੈਸਾ ਬਰਬਾਦ ਨਾ ਕਰੋ। ਕੋਈ ਹੋਰ ਬ੍ਰਾਂਡ ਖਰੀਦੋ। ਗਾਹਕ ਸੇਵਾ @Dell @DellCares #neverbuydell ਨਾਲ ਸਭ ਤੋਂ ਮਾੜਾ ਤਜਰਬਾ
